ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_CODIGO_ICFES,COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION-E
TI,COLOMBIA,M,3/15/2004 0:00,20204,SB11202040288488,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,MEDELLÍN,5001,Estrato 3,1 a 2,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,Si,No,No,No,0 A 10 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,No leo por entretenimiento,30 minutos o menos,0,No,200956,1.05001E+11,I.E. BENJAMIN HERRERA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.05001E+11,INST EDUC BENJAMIN HERRERA,S,URBANO,MAÑANA,5001,MEDELLÍN,5,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,44,24,2,51,51,3,44,37,2,41,31,2,51,73,A1,227,37,55.87696594,3,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,7/8/2004 0:00,20204,SB11202040552118,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,CAUCASIA,5154,Estrato 1,3 a 4,Dos,No sabe,No sabe,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia",No,Si,No,Si,No,No,Si,No,0 A 10 LIBROS,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,Igual,30 minutos o menos,30 minutos o menos,0,No,113654,1.05154E+11,I. E. LA MISERICORDIA,MIXTO,OFICIAL,A,N,ACADÉMICO,1.05154E+11,E U LA MISERICORDIA,S,URBANO,MAÑANA,5154,CAUCASIA,5,ANTIOQUIA,N,5154,CAUCASIA,ANTIOQUIA,5,48,34,2,45,32,2,46,44,2,46,46,2,30,2,A-,225,35,39.00493315,1,2,PUBLICAR,GENERACION E - GRATUIDAD
CC,COLOMBIA,F,8/3/2000 0:00,20204,SB11202040118284,ESTUDIANTE,COLOMBIA,Si,NARIÑO,52,MAGÜÍ,52427,Estrato 1,5 a 6,Tres,Primaria incompleta,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",No,Si,No,No,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Peor,Entre 30 y 60 minutos,No Navega Internet,Menos de 10 horas,No,70359,1.52427E+11,INSTITUCION EDUCATIVA ELISEO PAYAN,MIXTO,OFICIAL,A,S,TÉCNICO/ACADÉMICO,1.52427E+11,COLEGIO DEPARTAMENTAL ELISEO PAYAN,S,URBANO,MAÑANA,52427,MAGÜÍ,52,NARIÑO,N,52427,MAGÜÍ,NARIÑO,52,39,11,2,29,3,1,34,8,1,23,1,1,35,12,A-,158,1,35.88076065,1,2,PUBLICAR,GENERACION E - GRATUIDAD
CC,COLOMBIA,M,4/11/2001 0:00,20204,SB11202040253783,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,PUERTO SALGAR,25572,Estrato 2,3 a 4,Tres,No sabe,No sabe,No sabe,No sabe,Si,Si,Si,Si,No,No,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Igual,30 minutos o menos,Más de 3 horas,Menos de 10 horas,"Si, en efectivo",236273,1.25572E+11,INSTITUCION EDUCATIVA DEPARTAMENTAL MIXTO ANTONIO RICAURTE,MIXTO,OFICIAL,A,N,ACADÉMICO,1.25572E+11,INSTITUCION EDUCATIVA DEPARTAMENTAL MIXTO ANTONIO RICAURTE,S,URBANO,UNICA,25572,PUERTO SALGAR,25,CUNDINAMARCA,N,17380,LA DORADA,CALDAS,17,52,49,3,65,89,3,56,78,3,54,69,2,53,76,A1,282,75,52.04511354,3,2,PUBLICAR,NO
TI,COLOMBIA,M,1/12/2004 0:00,20204,SB11202040473605,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 3,3 a 4,Dos,Educación profesional completa,Educación profesional completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,Si,Si,Si,Si,0 A 10 LIBROS,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Igual,No leo por entretenimiento,30 minutos o menos,0,No,173641,3.11001E+11,GIMNASIO OBREGON,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.11001E+11,GIMNASIO OBREGON - SEDE PRINCIPAL,S,URBANO,COMPLETA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,63,86,3,67,92,3,61,89,3,70,97,3,82,100,B+,333,95,70.80327965,4,3,PUBLICAR,NO
TI,COLOMBIA,F,10/1/2003 0:00,20204,SB11202040352955,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 2,5 a 6,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Si,Si,Si,Si,Si,No,No,No,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Entre 1 y 3 horas,Menos de 10 horas,"Si, en efectivo",735308,1.11001E+11,COLEGIO DEBORA ARANGO PEREZ (IED),MIXTO,OFICIAL,A,,ACADÉMICO,1.11001E+11,COLEGIO DEBORA ARANGO PÉREZ,S,URBANO,UNICA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,50,42,2,41,20,2,41,28,2,41,32,2,42,37,A-,216,28,48.64314409,2,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,8/6/2003 0:00,20204,SB11202040479608,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 1,1 a 2,Uno,Primaria incompleta,Primaria incompleta,No sabe,"Trabaja en el hogar, no trabaja o estudia",No,No,No,No,No,No,No,No,0 A 10 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,Más de 3 horas,0,No,747162,1.11001E+11,COLEGIO CENTRO INTEGRAL  JOSE MARIA CORDOBA (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11001E+11,CENT INTEGRAL SANTA FE DE BOGOTA,N,URBANO,MAÑANA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,56,65,3,52,54,3,42,31,2,56,72,3,42,38,A-,254,56,37.38760076,1,3,PUBLICAR,NO
TI,COLOMBIA,M,4/4/2003 0:00,20204,SB11202040197183,ESTUDIANTE,COLOMBIA,No,META,50,VILLAVICENCIO,50001,Estrato 1,5 a 6,Cinco,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,No,No,No,No,11 A 25 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,0,"Si, en efectivo",457283,2.50001E+11,INSTITUCION EDUCATIVA RURAL VANGUARDIA,MIXTO,OFICIAL,A,,TÉCNICO/ACADÉMICO,2.50001E+11,ESCUELA RURAL DIVINA PROVIDENCIA,N,RURAL,MAÑANA,50001,VILLAVICENCIO,50,META,N,50001,VILLAVICENCIO,META,50,64,87,3,58,71,3,56,75,3,60,82,3,36,14,A-,288,79,50.99048601,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,2/16/2004 0:00,20204,SB11202040144319,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,ZIPAQUIRÁ,25899,Estrato 2,3 a 4,Dos,Secundaria (Bachillerato) completa,Educación profesional incompleta,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Si,No,Si,Si,No,No,No,No,11 A 25 LIBROS,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Peor,Más de 2 horas,Más de 3 horas,0,No,9514,1.25899E+11,I.E.M. SANTIAGO PEREZ,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.25899E+11,I.E.M. SANTIAGO PEREZ - SEDE PRINCIPAL,S,URBANO,MAÑANA,25899,ZIPAQUIRÁ,25,CUNDINAMARCA,N,25899,ZIPAQUIRÁ,CUNDINAMARCA,25,62,84,3,63,85,3,60,86,3,59,79,3,61,88,A2,305,87,56.10266326,3,3,PUBLICAR,NO
TI,COLOMBIA,F,1/20/2004 0:00,20204,SB11202040475425,ESTUDIANTE,COLOMBIA,Si,CORDOBA,23,SAN ANDRÉS DE SOTAVENTO,23670,Estrato 1,7 a 8,Cuatro,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Es vendedor o trabaja en atención al público,"Trabaja en el hogar, no trabaja o estudia",No,Si,No,No,No,No,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Igual,30 minutos o menos,Entre 30 y 60 minutos,0,No,166504,2.2367E+11,INSTITUCION EDUCATIVA PUEBLECITO SUR,MIXTO,OFICIAL,A,N,ACADÉMICO,2.2367E+11,CENT EDUC PUEBLECITO SUR,S,RURAL,MAÑANA,23670,SAN ANDRÉS DE SOTAVENTO,23,CORDOBA,N,23670,SAN ANDRÉS DE SOTAVENTO,CORDOBA,23,41,15,2,27,2,1,40,24,1,35,15,1,47,58,A-,183,8,43.0170846,2,1,PUBLICAR,GENERACION E - GRATUIDAD
NES,VENEZUELA,F,3/9/2003 0:00,20204,SB11202040421993,ESTUDIANTE,VENEZUELA,No,ANTIOQUIA,5,CALDAS,5129,Estrato 1,1 a 2,Uno,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",,No,Si,No,No,Si,No,No,No,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Mejor,Más de 2 horas,30 minutos o menos,0,No,1495,1.05129E+11,I. E. JOSE MARIA BERNAL,MIXTO,OFICIAL,A,N,ACADÉMICO,1.05129E+11,LICEO JOSE MARIA BERNAL,S,URBANO,MAÑANA,5129,CALDAS,5,ANTIOQUIA,N,5129,CALDAS,ANTIOQUIA,5,41,14,2,32,5,1,30,2,1,37,19,1,34,9,A-,175,5,47.18639345,2,3,PUBLICAR,NO
TI,COLOMBIA,M,2/2/2003 0:00,20204,SB11202040296553,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,GIRARDOT,25307,Estrato 2,5 a 6,Cuatro,Secundaria (Bachillerato) completa,Educación profesional completa,Es vendedor o trabaja en atención al público,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,No,No,Si,No,11 A 25 LIBROS,1 o 2 veces por semana,Nunca o rara vez comemos eso,3 a 5 veces por semana,Peor,30 minutos o menos,Entre 30 y 60 minutos,0,No,42531,3.25307E+11,FUNDACION INSTITUTO BARBULA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.25307E+11,INST BARBULA,S,URBANO,MAÑANA,25307,GIRARDOT,25,CUNDINAMARCA,N,25307,GIRARDOT,CUNDINAMARCA,25,44,22,2,39,17,2,37,17,1,33,11,1,36,13,A-,190,12,55.50592358,3,3,PUBLICAR,NO
TI,COLOMBIA,F,12/28/2004 0:00,20204,SB11202040382989,ESTUDIANTE,COLOMBIA,No,TOLIMA,73,VALLE DE SAN JUAN,73854,Estrato 1,5 a 6,Dos,Educación profesional completa,Educación profesional completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,No,Si,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,264929,1.73854E+11,INSTITUCION EDUCATIVA JUAN LASSO DE LA VEGA,MIXTO,OFICIAL,A,N,ACADÉMICO,1.73854E+11,I.E. JUAN LASSO DE LA VEGA - SEDE PRINCIPAL,S,URBANO,MAÑANA,73854,VALLE DE SAN JUAN,73,TOLIMA,N,73001,IBAGUÉ,TOLIMA,73,43,20,2,43,26,2,42,31,2,42,34,2,40,31,A-,212,25,57.2776637,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,12/4/2003 0:00,20204,SB11202040191500,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,MEDELLÍN,5001,Estrato 5,3 a 4,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)",Si,Si,Si,Si,Si,Si,No,No,MÁS DE 100 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,Todos o casi todos los días,Mejor,30 minutos o menos,Más de 3 horas,0,No,732610,1.05001E+11,INST EDUC INEM JOSE FELIX DE RESTREPO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.05001E+11,INST EDUC INEM JOSE FELIX DE RESTREPO,S,URBANO,UNICA,5001,MEDELLÍN,5,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,75,100,4,60,78,3,58,82,3,64,90,3,53,78,A1,317,91,58.06459917,3,3,PUBLICAR,NO
TI,COLOMBIA,M,6/10/2003 0:00,20204,SB11202040099528,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,FACATATIVÁ,25269,Estrato 1,5 a 6,Tres,Primaria incompleta,Secundaria (Bachillerato) completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)",Si,Si,Si,Si,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,Nunca o rara vez comemos eso,Igual,No leo por entretenimiento,Entre 30 y 60 minutos,0,No,97097,1.25269E+11,I.E.M JOHN FITZGERALD KENNEDY,MIXTO,OFICIAL,A,N,ACADÉMICO,1.25269E+11,I.E.M JOHN FITZGERALD KENNEDY - SEDE PRINCIPAL,S,URBANO,MAÑANA,25269,FACATATIVÁ,25,CUNDINAMARCA,N,25269,FACATATIVÁ,CUNDINAMARCA,25,67,93,4,76,99,4,64,94,3,70,97,3,52,75,A1,340,97,49.82075669,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,5/22/2002 0:00,20204,SB11202040213658,ESTUDIANTE,COLOMBIA,No,SUCRE,70,TOLÚ VIEJO,70823,Estrato 1,3 a 4,,Primaria incompleta,Primaria incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",No,No,Si,Si,Si,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,Mejor,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,50161,2.70823E+11,INSTITUCION EDUCATIVA PALMIRA,MIXTO,OFICIAL,A,N,ACADÉMICO,2.70823E+11,INSTITUCION EDUCATIVA PALMIRA,S,RURAL,MAÑANA,70823,TOLÚ VIEJO,70,SUCRE,N,70001,SINCELEJO,SUCRE,70,49,39,2,51,48,3,45,40,2,43,39,2,30,2,A-,228,38,46.48697594,2,2,PUBLICAR,GENERACION E - GRATUIDAD
CC,COLOMBIA,F,6/18/2001 0:00,20204,SB11202040114298,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 1,3 a 4,Dos,Primaria completa,Secundaria (Bachillerato) completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)",No,Si,No,Si,No,No,No,No,0 A 10 LIBROS,Nunca o rara vez comemos eso,1 o 2 veces por semana,3 a 5 veces por semana,Igual,30 minutos o menos,,0,No,67090,1.11001E+11,COLEGIO CEDID CIUDAD BOLIVAR (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11001E+11,CEDID CIUDAD BOLIVAR,S,URBANO,MAÑANA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,57,67,3,62,83,3,30,2,1,47,49,2,44,46,A-,243,48,43.92295718,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,3/29/2003 0:00,20204,SB11202040551988,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8,BARRANQUILLA,8001,Estrato 2,5 a 6,Dos,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Es vendedor o trabaja en atención al público,Si,No,No,No,Si,No,Si,No,26 A 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,Más de 3 horas,0,No,708040,1.08002E+11,INSTITUCION EDUCATIVA DISTRITAL LAS GARDENIAS,MIXTO,OFICIAL,A,,,1.08002E+11,INSTITUCION EDUCATIVA DISTRITAL LAS GARDENIAS - SEDE PRINCIPAL,S,URBANO,UNICA,8001,BARRANQUILLA,8,ATLANTICO,N,8001,BARRANQUILLA,ATLANTICO,8,51,44,3,57,68,3,50,58,2,39,26,1,49,65,A1,246,51,52.7568617,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,9/8/2003 0:00,20204,SB11202040345633,ESTUDIANTE,COLOMBIA,Si,SUCRE,70,SANTIAGO DE TOLÚ,70820,Estrato 2,7 a 8,Tres,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,No,No,Si,No,11 A 25 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,30 minutos o menos,Entre 30 y 60 minutos,0,No,147884,1.7082E+11,I.E. JOSE YEMAIL TOUS,MIXTO,OFICIAL,A,,TÉCNICO,1.7082E+11,I.E. JOSE YEMAIL TOUS - SEDE PRINCIPAL,S,URBANO,MAÑANA,70820,SANTIAGO DE TOLÚ,70,SUCRE,N,70820,SANTIAGO DE TOLÚ,SUCRE,70,57,68,3,57,71,3,39,22,1,42,35,2,33,6,A-,238,44,51.65528629,3,2,PUBLICAR,NO
TI,COLOMBIA,F,1/27/2004 0:00,20204,SB11202040169730,ESTUDIANTE,COLOMBIA,No,CORDOBA,23,LORICA,23417,Estrato 1,5 a 6,Cinco,Primaria incompleta,Técnica o tecnológica incompleta,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia",No,No,No,No,No,No,No,No,11 A 25 LIBROS,Nunca o rara vez comemos eso,3 a 5 veces por semana,1 o 2 veces por semana,Peor,Entre 30 y 60 minutos,Más de 3 horas,0,No,678508,2.23417E+11,IE EUGENIO SANCHEZ CARDENAS,MIXTO,OFICIAL,A,N,ACADÉMICO,2.23417E+11,IE EUGENIO SANCHEZ CARDENAS,S,RURAL,UNICA,23417,LORICA,23,CORDOBA,N,23417,LORICA,CORDOBA,23,53,53,3,38,14,2,48,52,2,42,34,2,46,53,A-,227,36,39.45338514,1,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,3/17/2003 0:00,20204,SB11202040534393,ESTUDIANTE,COLOMBIA,No,NARIÑO,52,TÚQUERRES,52838,Estrato 2,3 a 4,Dos,Secundaria (Bachillerato) completa,Educación profesional completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,No,No,No,No,26 A 100 LIBROS,Nunca o rara vez comemos eso,1 o 2 veces por semana,3 a 5 veces por semana,Igual,No leo por entretenimiento,Entre 30 y 60 minutos,0,No,249599,1.52838E+11,INSTITUCION EDUCATIVA INSTITUTO TECNICO GIRARDOT,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.52838E+11,INSTITUTO TECNICO GIRARDOT,S,URBANO,UNICA,52838,TÚQUERRES,52,NARIÑO,N,52838,TÚQUERRES,NARIÑO,52,52,48,3,52,52,3,56,77,3,48,51,2,52,76,A1,260,61,54.68847815,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,2/2/2004 0:00,20204,SB11202040404121,ESTUDIANTE,COLOMBIA,Si,CHOCO,27,QUIBDÓ,27001,Estrato 1,5 a 6,Tres,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Es vendedor o trabaja en atención al público,"Trabaja en el hogar, no trabaja o estudia",Si,Si,No,Si,Si,Si,No,No,26 A 100 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,Entre 1 y 2 horas,Entre 1 y 3 horas,0,No,35881,3.27001E+11,IE NORMAL SUPERIOR MANUEL CAÑIZALEZ,FEMENINO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,3.27001E+11,IE NORMAL SUPERIOR MANUEL CAÑIZALEZ,S,URBANO,MAÑANA,27001,QUIBDÓ,27,CHOCO,N,27001,QUIBDÓ,CHOCO,27,53,54,3,49,43,2,44,38,2,51,60,2,42,38,A-,243,49,53.29437655,3,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,3/21/2003 0:00,20204,SB11202040022059,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 4,7 a 8,Cuatro,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,No,No,Si,MÁS DE 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Igual,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,75549,1.11848E+11,LIC DEL EJERCITO PATRIA SECTOR NORTE B (LIC COLOMBIA),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11848E+11,LICEO DEL EJERCITO PATRIA SECTOR NORTE B LICEO COLOMBIA,S,URBANO,COMPLETA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,66,92,4,74,99,4,67,96,3,74,99,4,64,92,A2,349,98,63.55437101,3,4,PUBLICAR,NO
TI,COLOMBIA,M,10/19/2002 0:00,20204,SB11202040256555,ESTUDIANTE,COLOMBIA,No,NORTE SANTANDER,54,LOS PATIOS,54405,Estrato 2,3 a 4,Cuatro,Primaria incompleta,Primaria completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Es vendedor o trabaja en atención al público,No,Si,No,No,Si,No,No,No,11 A 25 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Peor,Entre 30 y 60 minutos,Más de 3 horas,Menos de 10 horas,"Si, en efectivo",739037,2.54874E+11,INSTITUTO TECNICO PATIOS CENTRO 2,MIXTO,OFICIAL,A,,TÉCNICO/ACADÉMICO,2.54874E+11,SEDE PATIOS CENTRO 2,S,URBANO,UNICA,54405,LOS PATIOS,54,NORTE SANTANDER,N,54405,LOS PATIOS,NORTE SANTANDER,54,54,56,3,48,41,2,46,45,2,38,23,1,38,20,A-,229,38,40.84213277,1,2,PUBLICAR,NO
CC,COLOMBIA,F,2/12/1992 0:00,20204,SB11202040483118,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,GUACHETÁ,25317,Estrato 2,3 a 4,Tres,Primaria incompleta,Primaria incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,No,Si,Si,Si,0 A 10 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Mejor,No leo por entretenimiento,Entre 30 y 60 minutos,0,"Si, en efectivo",724864,1.25317E+11,INSTITUCION EDUCATIVA DEPARTAMENTAL EL CARMEN,MIXTO,OFICIAL,A,N,ACADÉMICO,1.25317E+11,INSTITUCION EDUCATIVA DEPARTAMENTAL EL CARMEN,S,URBANO,NOCHE,25317,GUACHETÁ,25,CUNDINAMARCA,N,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,25,32,2,1,39,17,2,44,37,2,36,16,1,39,25,A-,189,11,52.73464393,3,2,PUBLICAR,GENERACION E - GRATUIDAD
